Rank,Tactic,TID,Technique,Percentage,Reporter,Year,Type,"extracted_Source"
60,"Persistence
Prvilege Escalation
Defense Evasion",T1574,"Hijack Execution Flow","10.3","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
46,"Persistence
Prvilege Escalation
Defense Evasion",T1574,"Hijack Execution Flow","8.2","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
10,"Persistence
Prvilege Escalation
Defense Evasion",T1574,"Hijack Execution Flow","8.4","Red Canary",2022,Private,"https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf"
115,"Persistence
Prvilege Escalation
Defense Evasion",T1574,"Hijack Execution Flow","4.2","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
3,"Persistence
Prvilege Escalation
Defense Evasion",T1574,"Hijack Execution Flow","12.6","CTID Sightings",2022,Private,"https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf"
6,"Persistence
Prvilege Escalation
Defense Evasion",T1574,"Hijack Execution Flow","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
63,"Persistence
Prvilege Escalation
Defense Evasion",T1574,"Hijack Execution Flow","3.2","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
7,"Command and Control","T1573.002","Encrypted Channel: Asymmetric Cryptography","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
8,"Command and Control","T1573.002","Encrypted Channel: Asymmetric Cryptography","10.71",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a"
45,"Command and Control","T1573.002","Encrypted Channel: Asymmetric Cryptography","13.7","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,"Command and Control","T1573.002","Encrypted Channel: Asymmetric Cryptography","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
15,"Command and Control","T1573.002","Encrypted Channel: Asymmetric Cryptography","15.9","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
4,"Command and Control","T1573.002","Encrypted Channel: Asymmetric Cryptography","18.75",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
10,"Command and Control","T1573.001","Encrypted Channel: Symmetric Cryptography","3.57",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
230,"Command and Control","T1573.001","Encrypted Channel: Symmetric Cryptography","0.6","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
5,"Command and Control","T1573.001","Encrypted Channel: Symmetric Cryptography","14.29",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
2,"Command and Control","T1573.001","Encrypted Channel: Symmetric Cryptography","38.46",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
5,"Command and Control","T1573.001","Encrypted Channel: Symmetric Cryptography","12.5",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
6,"Command and Control",T1573,"Encrypted Channel","18.18",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
9,"Command and Control",T1573,"Encrypted Channel","7.14",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a"
39,"Command and Control",T1573,"Encrypted Channel","14.3","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
15,"Command and Control",T1573,"Encrypted Channel","15.9","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
6,"Command and Control",T1573,"Encrypted Channel","7.69",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
9,"Command and Control",T1573,"Encrypted Channel","14.1","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
6,"Command and Control",T1573,"Encrypted Channel","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
6,"Command and Control",T1572,"Protocol Tunneling","18.18",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
4,"Command and Control",T1572,"Protocol Tunneling","25.00",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a"
110,"Command and Control",T1572,"Protocol Tunneling","4.5","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
48,"Command and Control",T1572,"Protocol Tunneling","5.4","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
5,"Command and Control",T1572,"Protocol Tunneling","15.38",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
6,"Command and Control",T1572,"Protocol Tunneling","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
7,"Command and Control",T1571,"Non-Standard Port","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
10,"Command and Control",T1571,"Non-Standard Port","3.57",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
5,"Command and Control",T1571,"Non-Standard Port","14.29",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
130,"Command and Control",T1571,"Non-Standard Port","0.2","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
5,"Command and Control",T1571,"Non-Standard Port","15.38",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
5,"Command and Control",T1571,"Non-Standard Port","12.5",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
156,"Lateral Movement",T1570,"Lateral Tool Transfer","2.3","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
87,"Lateral Movement",T1570,"Lateral Tool Transfer","1.5","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
7,"Lateral Movement",T1570,"Lateral Tool Transfer","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
7,"Lateral Movement",T1570,"Lateral Tool Transfer","14.29",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a"
230,"Lateral Movement",T1570,"Lateral Tool Transfer","0.6","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,"Lateral Movement",T1570,"Lateral Tool Transfer","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
6,"Lateral Movement",T1570,"Lateral Tool Transfer","7.69",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
8,Execution,"T1569.002","Service Execution","8.5","Red Canary",2023,Private,"https://resource.redcanary.com/rs/003-YRU-314/images/2023_ThreatDetectionReport_RedCanary.pdf"
18,Execution,"T1569.002","System Services: Service Execution","21.8","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
7,Execution,"T1569.002","System Services: Service Execution","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
8,Execution,"T1569.002","System Services: Service Execution","10.71",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a"
15,Execution,"T1569.002","System Services: Service Execution","26.5","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
4,Execution,"T1569.002","System Services: Service Execution","30.6","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
4,Execution,"T1569.002","System Services: Service Execution","28.19","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
4,Execution,"T1569.002","System Services: Service Execution","18.75",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
15,Execution,T1569,"System Services","26.5","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,Execution,T1569,"System Services","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
9,Execution,T1569,"System Services",4,"Red Canary",2021,Private,"https://falksangdata.no/wp-content/uploads/2021/06/RedCanary-2021-Threat-Detection-Report.pdf"
5,Execution,T1569,"System Services","30.6","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
134,"Command and Control","T1568.002","Dynamic Resolution: Domain Generation Algorithms","3.4","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
130,"Command and Control","T1568.002","Dynamic Resolution: Domain Generation Algorithms","0.2","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
5,"Command and Control","T1568.002","Dynamic Resolution: Domain Generation Algorithms","12.5",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
10,"Command and Control",T1568,"Dynamic Resolution","3.57",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
134,"Command and Control",T1568,"Dynamic Resolution","3.4","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
130,"Command and Control",T1568,"Dynamic Resolution","0.2","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
371,Exfiltration,"T1567.003","Exfiltration Over Web Service: Exfiltration to Text Storage Sites","0.2","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
155,Exfiltration,"T1567.002","Exfiltration Over Web Service: Exfiltration to Cloud Storage","2.4","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
78,Exfiltration,"T1567.002","Exfiltration Over Web Service: Exfiltration to Cloud Storage","2.4","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
5,Exfiltration,"T1567.002","Exfiltration Over Web Service: Exfiltration to Cloud Storage","27.27",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
7,Exfiltration,"T1567.002","Exfiltration Over Web Service: Exfiltration to Cloud Storage","14.29",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a"
199,Exfiltration,"T1567.002","Exfiltration Over Web Service: Exfiltration to Cloud Storage","0.9","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
5,Exfiltration,"T1567.002","Exfiltration Over Web Service: Exfiltration to Cloud Storage","14.29",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
311,Exfiltration,"T1567.001","Exfiltration Over Web Service: Exfiltration to Code Repository","0.2","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
103,Exfiltration,T1567,"Exfiltration Over Web Service","5.6","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
67,Exfiltration,T1567,"Exfiltration Over Web Service","4.4","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
7,Exfiltration,T1567,"Exfiltration Over Web Service","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
8,Exfiltration,T1567,"Exfiltration Over Web Service","10.71",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a"
148,Exfiltration,T1567,"Exfiltration Over Web Service","3.1","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
130,Exfiltration,T1567,"Exfiltration Over Web Service","0.2","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
6,Exfiltration,T1567,"Exfiltration Over Web Service","7.69",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
165,"Initial Access","T1566.004","Phishing: Spearphishing Voice","1.9","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
10,"Initial Access","T1566.004","Phishing: Spearphishing Voice","3.57",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
223,"Initial Access","T1566.003","Phishing: Spearphishing via Service","0.8","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
144,"Initial Access","T1566.003","Phishing: Spearphishing via Service","0.2","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
6,"Initial Access","T1566.003","Phishing: Spearphishing via Service","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
128,"Initial Access","T1566.002","Phishing: Spearphishing Link","3.2","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
71,"Initial Access","T1566.002","Phishing: Spearphishing Link","3.7","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
6,"Initial Access","T1566.002","Phishing: Spearphishing Link","18.18",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
7,"Initial Access","T1566.002","Phishing: Spearphishing Link","14.29",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a"
131,"Initial Access","T1566.002","Phishing: Spearphishing Link","3.5","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
5,"Initial Access","T1566.002","Phishing: Spearphishing Link","14.29",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
1,"Initial Access","T1566.002","Phishing: Spearphishing Link","46.15",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
36,"Initial Access","T1566.002","Phishing: Spearphishing Link","4.41","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
1,"Initial Access","T1566.002","Phishing: Spearphishing Link","37.5",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
112,"Initial Access","T1566.001","Phishing: Spearphishing Attachment","5.1","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
46,"Initial Access","T1566.001","Phishing: Spearphishing Attachment","8.2","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
5,"Initial Access","T1566.001","Phishing: Spearphishing Attachment","27.27",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
9,"Initial Access","T1566.001","Phishing: Spearphishing Attachment","7.14",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a"
111,"Initial Access","T1566.001","Phishing: Spearphishing Attachment","4.3","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,"Initial Access","T1566.001","Phishing: Spearphishing Attachment","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
3,"Initial Access","T1566.001","Phishing: Spearphishing Attachment","30.77",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
27,"Initial Access","T1566.001","Phishing: Spearphishing Attachment","5.29","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
1,"Initial Access","T1566.001","Phishing: Spearphishing Attachment","37.5",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
35,"Initial Access",T1566,Phishing,"16.3","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
26,"Initial Access",T1566,Phishing,"16.5","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
6,"Initial Access",T1566,Phishing,"18.18",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
5,"Initial Access",T1566,Phishing,"21.43",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-074a"
75,"Initial Access",T1566,Phishing,"8.6","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
4,"Initial Access",T1566,Phishing,"21.43",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
21,"Initial Access",T1566,Phishing,"14.2","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
5,"Initial Access",T1566,Phishing,"15.38",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
