Yr_rank,Overall_rank,TID,Technique,Percentage,Overall_perc,Type,Year,Reporter,Target,Source
6,15,T1558.003,Steal or Forge Kerberos Tickets: Kerberoasting,7.69,2.27,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
4,12,T1553.002,Subvert Trust Controls: Code Signing,18.7,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,12,T1553.002,Subvert Trust Controls: Code Signing,18.7,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
4,12,T1553.002,Subvert Trust Controls: Code Signing,18.7,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,12,T1553.002,Subvert Trust Controls: Code Signing,7.69,9.09,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
6,15,T0862,Supply Chain Compromise,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
6,15,T1195.001,Supply Chain Compromise: Compromise Software Dependencies and Development Tools,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
5,14,T1195.002,Supply Chain Compromise: Software Supply Chain,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
5,14,T1195.002,Supply Chain Compromise: Software Supply Chain,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,14,T1218,System Binary Proxy Execution,15.3,4.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-336a
5,14,T1218,System Binary Proxy Execution,15.3,4.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-259a
6,15,T1218.003,System Binary Proxy Execution: CMSTP,7.14,2.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
5,14,T1218.001,System Binary Proxy Execution: Compiled HTML File,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,14,T1218.001,System Binary Proxy Execution: Compiled HTML File,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
5,12,T1218.005,System Binary Proxy Execution: Mshta,12.5,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,12,T1218.005,System Binary Proxy Execution: Mshta,12.5,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
6,12,T1218.005,System Binary Proxy Execution: Mshta,7.69,9.09,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
6,12,T1218.005,System Binary Proxy Execution: Mshta,7.14,9.09,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
4,11,T1218.011,System Binary Proxy Execution: Rundll32,18.7,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
4,11,T1218.011,System Binary Proxy Execution: Rundll32,18.7,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
4,11,T1218.011,System Binary Proxy Execution: Rundll32,18.7,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,11,T1218.011,System Binary Proxy Execution: Rundll32,7.69,11.36,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
6,11,T1218.011,System Binary Proxy Execution: Rundll32,7.14,11.36,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
5,14,T0857,System Firmware,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
5,14,T0857,System Firmware,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
3,7,T1082,System Information Discovery,25.0,20.45,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
3,7,T1082,System Information Discovery,25.0,20.45,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
3,7,T1082,System Information Discovery,25.0,20.45,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
3,7,T1082,System Information Discovery,25.0,20.45,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
6,7,T1082,System Information Discovery,7.69,20.45,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
3,7,T1082,System Information Discovery,28.5,20.45,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
3,7,T1082,System Information Discovery,28.5,20.45,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
3,7,T1082,System Information Discovery,28.5,20.45,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
3,7,T1082,System Information Discovery,28.5,20.45,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
1,5,T1016,System Network Configuration Discovery,37.5,25.00,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
1,5,T1016,System Network Configuration Discovery,37.5,25.00,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
1,5,T1016,System Network Configuration Discovery,37.5,25.00,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
1,5,T1016,System Network Configuration Discovery,37.5,25.00,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
1,5,T1016,System Network Configuration Discovery,37.5,25.00,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
1,5,T1016,System Network Configuration Discovery,37.5,25.00,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
5,5,T1016,System Network Configuration Discovery,15.3,25.00,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
5,5,T1016,System Network Configuration Discovery,15.3,25.00,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
4,5,T1016,System Network Configuration Discovery,21.4,25.00,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
4,5,T1016,System Network Configuration Discovery,21.4,25.00,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
4,5,T1016,System Network Configuration Discovery,21.4,25.00,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,15,T1016.001,System Network Configuration Discovery: Internet Connection Discovery,7.14,2.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
5,11,T1049,System Network Connections Discovery,12.5,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,11,T1049,System Network Connections Discovery,12.5,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,11,T1049,System Network Connections Discovery,7.69,11.36,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
5,11,T1049,System Network Connections Discovery,14.2,11.36,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
5,11,T1049,System Network Connections Discovery,14.2,11.36,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
3,7,T1033,System Owner/User Discovery,25.0,20.45,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
3,7,T1033,System Owner/User Discovery,25.0,20.45,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
3,7,T1033,System Owner/User Discovery,25.0,20.45,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
3,7,T1033,System Owner/User Discovery,25.0,20.45,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
5,7,T1033,System Owner/User Discovery,15.3,20.45,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
5,7,T1033,System Owner/User Discovery,15.3,20.45,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
4,7,T1033,System Owner/User Discovery,21.4,20.45,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
4,7,T1033,System Owner/User Discovery,21.4,20.45,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
4,7,T1033,System Owner/User Discovery,21.4,20.45,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,13,T1007,System Service Discovery,6.25,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,13,T1007,System Service Discovery,15.3,6.82,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-291a
5,13,T1007,System Service Discovery,15.3,6.82,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
6,15,T1569,System Services,7.14,2.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
4,13,T1569.002,System Services: Service Execution,18.7,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
4,13,T1569.002,System Services: Service Execution,18.7,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,13,T1569.002,System Services: Service Execution,18.7,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,13,T1080,Taint Shared Content,6.25,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,13,T1080,Taint Shared Content,7.69,6.82,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
6,13,T1080,Taint Shared Content,7.14,6.82,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
6,15,T1221,Template Injection,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,15,T0882,Theft of Operational Information,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
5,14,T1199,Trusted Relationship,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,14,T1199,Trusted Relationship,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
5,14,T0855,Unauthorized Command Message,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
5,14,T0855,Unauthorized Command Message,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
6,15,T1552,Unsecured Credentials,7.69,2.27,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-008a
5,12,T1552.001,Unsecured Credentials: Credentials in Files,12.5,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,12,T1552.001,Unsecured Credentials: Credentials in Files,12.5,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
6,12,T1552.001,Unsecured Credentials: Credentials in Files,7.69,9.09,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
6,12,T1552.001,Unsecured Credentials: Credentials in Files,7.14,9.09,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,15,T1552.002,Unsecured Credentials: Credentials in Registry,7.69,2.27,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
6,15,T1552.006,Unsecured Credentials: Group Policy Preferences,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,15,T1552.004,Unsecured Credentials: Private Keys,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,15,T1550.001,Use Alternate Authentication Material: Application Access Token,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,14,T1550.002,Use Alternate Authentication Material: Pass the Hash,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,14,T1550.002,Use Alternate Authentication Material: Pass the Hash,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
6,15,T1550.003,Use Alternate Authentication Material: Pass the Ticket,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,15,T0863,User Execution,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
6,15,T1204,User Execution,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
3,6,T1204.002,User Execution: Malicious File,25.0,22.73,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
3,6,T1204.002,User Execution: Malicious File,25.0,22.73,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
3,6,T1204.002,User Execution: Malicious File,25.0,22.73,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
3,6,T1204.002,User Execution: Malicious File,25.0,22.73,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
3,6,T1204.002,User Execution: Malicious File,30.7,22.73,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
3,6,T1204.002,User Execution: Malicious File,30.7,22.73,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
3,6,T1204.002,User Execution: Malicious File,30.7,22.73,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
3,6,T1204.002,User Execution: Malicious File,30.7,22.73,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
5,6,T1204.002,User Execution: Malicious File,14.2,22.73,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-223a
5,6,T1204.002,User Execution: Malicious File,14.2,22.73,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
4,8,T1204.001,User Execution: Malicious Link,18.7,18.18,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-258a
4,8,T1204.001,User Execution: Malicious Link,18.7,18.18,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,8,T1204.001,User Execution: Malicious Link,18.7,18.18,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
4,8,T1204.001,User Execution: Malicious Link,23.0,18.18,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
4,8,T1204.001,User Execution: Malicious Link,23.0,18.18,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-148a
4,8,T1204.001,User Execution: Malicious Link,23.0,18.18,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
5,8,T1204.001,User Execution: Malicious Link,14.2,18.18,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-223a
5,8,T1204.001,User Execution: Malicious Link,14.2,18.18,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,15,T0859,Valid Accounts,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
4,6,T1078,Valid Accounts,18.7,22.73,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,6,T1078,Valid Accounts,18.7,22.73,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-296a
4,6,T1078,Valid Accounts,18.7,22.73,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,6,T1078,Valid Accounts,7.69,22.73,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
1,6,T1078,Valid Accounts,42.8,22.73,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
1,6,T1078,Valid Accounts,42.8,22.73,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
1,6,T1078,Valid Accounts,42.8,22.73,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-152a
1,6,T1078,Valid Accounts,42.8,22.73,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
1,6,T1078,Valid Accounts,42.8,22.73,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-074a
1,6,T1078,Valid Accounts,42.8,22.73,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
6,14,T1078.004,Valid Accounts: Cloud Accounts,6.25,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,14,T1078.004,Valid Accounts: Cloud Accounts,7.14,4.55,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
5,14,T1078.001,Valid Accounts: Default Accounts,15.3,4.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
5,14,T1078.001,Valid Accounts: Default Accounts,15.3,4.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
6,14,T1078.002,Valid Accounts: Domain Accounts,7.69,4.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
6,14,T1078.002,Valid Accounts: Domain Accounts,7.14,4.55,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
6,15,T1078.003,Valid Accounts: Local Accounts,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
6,15,T1497,Virtualization/Sandbox Evasion,7.14,2.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
6,15,T1497.001,Virtualization/Sandbox Evasion: System Checks,7.14,2.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
6,15,T1102,Web Service,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,14,T1102.002,Web Service: Bidirectional Communication,6.25,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,14,T1102.002,Web Service: Bidirectional Communication,7.14,4.55,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,15,T1102.001,Web Service: Dead Drop Resolver,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,10,T1047,Windows Management Instrumentation,12.5,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,10,T1047,Windows Management Instrumentation,12.5,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
5,10,T1047,Windows Management Instrumentation,15.3,13.64,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-336a
5,10,T1047,Windows Management Instrumentation,15.3,13.64,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-259a
4,10,T1047,Windows Management Instrumentation,21.4,13.64,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
4,10,T1047,Windows Management Instrumentation,21.4,13.64,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
4,10,T1047,Windows Management Instrumentation,21.4,13.64,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
