Rank,TID,Technique,Percentage,Reporter,Year,Type,Source
1,T1059,Command and Scripting Interpreter,24,Red Canary,2021,Private,https://falksangdata.no/wp-content/uploads/2021/06/RedCanary-2021-Threat-Detection-Report.pdf
6,T1059,Command and Scripting Interpreter,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
3,T1059.001,Command and Scripting Interpreter: PowerShell,40.8,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1059.001,Command and Scripting Interpreter: PowerShell,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
18,T1059.003,Command and Scripting Interpreter: Windows Command Shell,15.4,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
4,T1059.003,Command and Scripting Interpreter: Windows Command Shell,23.08,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1059.004,Command and Scripting Interpreter: Unix Shell,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
44,T1059.005,Command and Scripting Interpreter: Visual Basic,5.9,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
97,T1059.006,Command and Scripting Interpreter: Python,1,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1059.006,Command and Scripting Interpreter: Python,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
70,T1059.007,Command and Scripting Interpreter: JavaScript,2.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1059.007,Command and Scripting Interpreter: JavaScript,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1059.008,Command and Scripting Interpreter: Network Device CLI,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1068,Exploitation for Privilege Escalation,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1069,Permission Groups Discovery,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1070,Indicator Removal on Host,24.4,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1070,Indicator Removal on Host,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
56,T1070.001,Indicator Removal on Host: Clear Windows Event Logs,4.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
13,T1070.004,Indicator Removal on Host: File Deletion,18.1,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1070.004,Indicator Removal on Host: File Deletion,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
91,T1070.005,Indicator Removal on Host: Network Share Connection Removal,1.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
44,T1070.006,Indicator Removal on Host: Timestomp,5.9,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
30,T1071,Application Layer Protocol,9.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1071,Application Layer Protocol,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
38,T1071.001,Application Layer Protocol: Web Protocols,7.6,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1071.001,Application Layer Protocol: Web Protocols,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1071.002,Application Layer Protocol: File Transfer Protocols,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
115,T1071.003,Application Layer Protocol: Mail Protocols,0.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
83,T1071.004,Application Layer Protocol: DNS,1.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1074,Data Staged,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1074,Data Staged,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1074.001,Data Staged: Local Data Staging,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
40,T1078,Valid Accounts,6.8,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1078.001,Valid Accounts: Default Accounts,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1078.002,Valid Accounts: Domain Accounts,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1080,Taint Shared Content,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
4,T1083,File and Directory Discovery,23.08,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1087.001,Account Discovery: Local Account,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1087.002,Account Discovery: Domain Account,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
51,T1090,Proxy,4.9,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
63,T1090.003,Proxy: Multi-Hop Proxy,3.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
3,T1090.003,Proxy: Multi-Hop Proxy,30.77,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1090.004,Proxy: Domain Fronting,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
115,T1091,Replication through Removable Media,0.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
23,T1095,Non-Application Layer Protocol,13,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
31,T1098,Account Manipulation,9,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
97,T1102,Web Service,1,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
7,T1105,Ingress Tool Transfer,24.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
8,T1105,Ingress Tool Transfer,5,Red Canary,2021,Private,https://falksangdata.no/wp-content/uploads/2021/06/RedCanary-2021-Threat-Detection-Report.pdf
4,T1105,Ingress Tool Transfer,23.08,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1106,Native API,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1106,Native API,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
42,T1110,Brute Force,6.1,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1110,Brute Force,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
91,T1110.001,Brute Force: Password Guessing,1.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1110.001,Brute Force: Password Guessing,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
80,T1110.003,Brute Force: Password Spraying,2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1110.003,Brute Force: Password Spraying,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
105,T1111,Multi-Factor Authentication Interception,0.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
17,T1112,Modify Registry,15.6,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1112,Modify Registry,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
63,T1113,Screen Capture,3.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
63,T1114,Email Collection,3.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1114,Email Collection,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
70,T1115,Clipboard Data,2.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1115,Clipboard Data,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1123,Audio Capture,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1125,Video Capture,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1127,Trusted Developer Utilities Proxy Execution,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1127.001,Trusted Developer Utilities Proxy Execution: MSBuild,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
27,T1133,External Remote Services,11.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
2,T1133,External Remote Services,38.46,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
44,T1134,Access Token Manipulation,5.9,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1134.001,Access Token Manipulation: Token Impersonation/Theft,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1135,Network Share Discovery,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
42,T1136,Create Account,6.1,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1136,Create Account,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1136.001,Create Account: Local Account,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1136.001,Create Account: Local Account,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1136.002,Create Account: Domain Account,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1136.002,Create Account: Domain Account,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
70,T1140,Deobfuscate/Decode Files or Information,2.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
2,T1140,Deobfuscate/Decode Files or Information,38.46,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1185,Browser Session Hijacking,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1187,Forced Authentication,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
87,T1189,Drive-by Compromise,1.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1189,Drive-by Compromise,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
10,T1190,Exploit Public-Facing Application,21,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
4,T1190,Exploit Public-Facing Application,23.08,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
115,T1195,Supply Chain Compromise,0.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
105,T1197,BITS Jobs,0.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
63,T1199,Trusted Relationship,3.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
115,T1200,Hardware Additions,0.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
61,T1202,Indirect Command Execution,3.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
51,T1203,Exploitation for Client Execution,4.9,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1203,Exploitation for Client Execution,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
27,T1204,User Execution,11.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
39,T1204.001,User Execution: Malicious Link,7.3,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
4,T1204.001,User Execution: Malicious Link,23.08,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
56,T1204.002,User Execution: Malicious File,4.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
3,T1204.002,User Execution: Malicious File,30.77,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1210,Exploitation of Remote Services,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1211,Exploitation for Defense Evasion,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1212,Exploitation for Credential Access,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
56,T1213,Data from Information Repositories,4.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
75,T1218,System Binary Proxy Execution,2.4,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
2,T1218,System Binary Proxy Execution,19,Red Canary,2021,Private,https://falksangdata.no/wp-content/uploads/2021/06/RedCanary-2021-Threat-Detection-Report.pdf
5,T1218,System Binary Proxy Execution,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
115,T1218.002,System Binary Proxy Execution: Control Panel,0.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1218.003,System Binary Proxy Execution: CMSTP,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
115,T1218.005,System Binary Proxy Execution: Mshta,0.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1218.005,System Binary Proxy Execution: Mshta,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
97,T1218.010,System Binary Proxy Execution: Regsvr32,1,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1218.011,System Binary Proxy Execution: Rundll32,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1218.011,System Binary Proxy Execution: Rundll32,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
105,T1219,Remote Access Software,0.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
87,T1480,Execution Guardrails,1.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1482,Domain Trust Discovery,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1484,Domain Policy Modification,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1484.001,Domain Policy Modification: Group Policy Modification,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1484.001,Domain Policy Modification: Group Policy Modification,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
24,T1497,Virtualization/Sandbox Evasion,12.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
87,T1497.001,Virtualization/Sandbox Evasion: System Checks,1.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
25,T1505,Server Software Component,12.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
25,T1505.003,Server Software Component: Web Shell,12.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
4,T1505.003,Server Software Component: Web Shell,23.08,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
63,T1529,System Shutdown/Reboot,3.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
115,T1530,Data from Cloud Storage Object,0.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
97,T1531,Account Access Removal,1,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1532,Data Encrypted,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1534,Internal Spearphishing,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1539,Steal Web Session Cookie,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1542,Pre-OS Boot,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1542.003,Pre-OS Boot: Bootkit,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
31,T1543,Create or Modify System Process,9,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
3,T1543,Create or Modify System Process,16,Red Canary,2021,Private,https://falksangdata.no/wp-content/uploads/2021/06/RedCanary-2021-Threat-Detection-Report.pdf
31,T1543.003,Create or Modify System Process: Windows Service,9,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1543.003,Create or Modify System Process: Windows Service,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1543.004,Create or Modify System Process: Launch Daemon,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
63,T1546,Event Triggered Execution,3.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
105,T1546.003,Event Triggered Execution: Windows Managment Instrumentation Event Subscription,0.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
91,T1546.008,Event Triggered Execution: Accesibility Features,1.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
91,T1546.011,Event Triggered Execution: Accesibility Features Application Shimming,1.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
56,T1547,Boot or Logon Autostart Execution,4.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1547,Boot or Logon Autostart Execution,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
56,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,4.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1547.009,Boot or Logon Autostart Execution: Shortcut Modification,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
105,T1548,Abuse Elevation Control Mechanism,0.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1548,Abuse Elevation Control Mechanism,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
115,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control,0.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
115,T1550,Use Alternate Authentication Material,0.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1550.002,Use Alternate Authentication Material: Pass the Hash,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1550.003,Use Alternate Authentication Material: Pass the Ticket,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
97,T1552,Unsecured Credentials,1,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1552,Unsecured Credentials,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1552.001,Unsecured Credentials: Credentials in Files,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1552.001,Unsecured Credentials: Credentials in Files,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
115,T1552.004,Unsecured Credentials: Private Keys,0.5,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
8,T1553,Subvert Trust Controls,21.3,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
10,T1553.002,Subvert Trust Controls: Code Signing,21,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
83,T1555,Credentials from Password Stores,1.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1555,Credentials from Password Stores,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
97,T1555.003,Credentials from Password Stores: Credentials from Web Browsers,1,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1556.001,Modify Authentication Process: Domain Controller Authentication,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
105,T1558,Steal or Forge Kerberos Tickets,0.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1558.003,Steal or Forge Kerberos Tickets: Kerberoasting,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1558.003,Steal or Forge Kerberos Tickets: Kerberoasting,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
19,T1560,Archive Collected Data,15.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1560,Archive Collected Data,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
5,T1560.001,Archive Collected Data: Archive via Utility,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1561,Disk Wipe,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
29,T1562,Impair Defenses,9.8,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
44,T1562.001,Impair Defenses: Disable or Modify Tools,5.9,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1562.001,Impair Defenses: Disable or Modify Tools,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
49,T1562.004,Impair Defenses: Disable or Modify System Firewall,5.1,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1562.007,Impari Defenses: Disable or Modify Cloud Firewall,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
78,T1564,Hide Artifacts,2.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1564,Hide Artifacts,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
6,T1564.001,Hide Artifacts: Hidden Files and Directories,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
80,T1564.003,Hide Artifacts: Hidden Window,2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1564.004,Hide Artifacts: NTFS File Attributes,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
83,T1565,Data Manipulation,1.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
83,T1565.001,Data Manipulation: Stored Data Manipulation,1.7,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
21,T1566,Phishing,14.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1566,Phishing,15.38,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
3,T1566.001,Phishing: Spearphishing Attachment,30.77,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
1,T1566.002,Phishing: Spearphishing Link,46.15,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1567,Exfiltration Over Web Service,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
6,T1567,Exfiltration Over Web Service,7.69,CISA,2021,Public,https://www.cisa.gov/uscert/ncas/alerts/2021
130,T1568,Dynamic Resolution,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
130,T1568.002,Dynamic Resolution: Domain Generation Algorithms,0.2,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
5,T1569,System Services,30.6,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
9,T1569,System Services,4,Red Canary,2021,Private,https://falksangdata.no/wp-content/uploads/2021/06/RedCanary-2021-Threat-Detection-Report.pdf
4,T1569.002,System Services: Service Execution,30.6,M-Trends,2021,Private,https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf
