TID,Technique,Type,Year,Reporter,Target,Source
T1213.002,Data from Information Repositories: SharePoint,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
T1213.002,Data from Information Repositories: SharePoint,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1217,Browser Bookmark Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1218,System Binary Proxy Execution,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-259a
T1218,System Binary Proxy Execution,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-336a
T1218.001,System Binary Proxy Execution: Compiled HTML File,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1218.001,System Binary Proxy Execution: Compiled HTML File,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1218.003,System Binary Proxy Execution: CMSTP,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1218.005,System Binary Proxy Execution: Mshta,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
T1218.005,System Binary Proxy Execution: Mshta,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1218.005,System Binary Proxy Execution: Mshta,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1218.005,System Binary Proxy Execution: Mshta,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1218.011,System Binary Proxy Execution: Rundll32,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1218.011,System Binary Proxy Execution: Rundll32,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1218.011,System Binary Proxy Execution: Rundll32,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1218.011,System Binary Proxy Execution: Rundll32,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1218.011,System Binary Proxy Execution: Rundll32,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1219,Remote Access Software,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1219,Remote Access Software,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
T1219,Remote Access Software,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1219,Remote Access Software,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1219,Remote Access Software,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-152a
T1219,Remote Access Software,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
T1219,Remote Access Software,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1221,Template Injection,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1222.002,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-138b
T1480,Execution Guardrails,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1480.001,Execution Guardrails: Environmental Keying,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
T1480.001,Execution Guardrails: Environmental Keying,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1480.001,Execution Guardrails: Environmental Keying,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1482,Domain Trust Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1482,Domain Trust Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1482,Domain Trust Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
T1482,Domain Trust Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1482,Domain Trust Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a
T1482,Domain Trust Discovery,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1482,Domain Trust Discovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
T1484.001,Domain Policy Modification: Group Policy Modification,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-061a
T1484.001,Domain Policy Modification: Group Policy Modification,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1484.001,Domain Policy Modification: Group Policy Modification,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1485,Data Destruction,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
T1485,Data Destruction,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1486,Data Encrypted for Impact,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-040a
T1486,Data Encrypted for Impact,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-061a
T1486,Data Encrypted for Impact,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
T1486,Data Encrypted for Impact,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
T1486,Data Encrypted for Impact,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1486,Data Encrypted for Impact,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-294a
T1486,Data Encrypted for Impact,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-321a
T1489,Service Stop,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
T1489,Service Stop,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1489,Service Stop,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
T1490,Inhibit System Recovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
T1490,Inhibit System Recovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1490,Inhibit System Recovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-181a
T1490,Inhibit System Recovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
T1490,Inhibit System Recovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-321a
T1491.001,Defacement: Internal Defacement,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
T1491.001,Defacement: Internal Defacement,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1496,Resource Hijacking,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1497,Virtualization/Sandbox Evasion,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
T1497.001,Virtualization/Sandbox Evasion: System Checks,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1498,Network Denial of Service,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-183a
T1498,Network Denial of Service,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-198a
T1499,Endpoint Denial of Service,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-183a
T1499,Endpoint Denial of Service,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-198a
T1505.003,Server Software Component: Web Shell,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1505.003,Server Software Component: Web Shell,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
T1505.003,Server Software Component: Web Shell,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
T1505.003,Server Software Component: Web Shell,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1505.003,Server Software Component: Web Shell,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-074a
T1505.003,Server Software Component: Web Shell,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-074a
T1505.003,Server Software Component: Web Shell,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a
T1505.003,Server Software Component: Web Shell,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a
T1505.003,Server Software Component: Web Shell,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a
T1505.003,Server Software Component: Web Shell,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1505.003,Server Software Component: Web Shell,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-259a
T1505.003,Server Software Component: Web Shell,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-336a
T1505.003,Server Software Component: Web Shell,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1505.003,Server Software Component: Web Shell,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-138b
T1505.003,Server Software Component: Web Shell,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-174a
T1518,Software Discovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1518,Software Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
T1518.001,Software Discovery: Security Software Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1518.001,Software Discovery: Security Software Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1518.001,Software Discovery: Security Software Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
T1518.001,Software Discovery: Security Software Discovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1518.001,Software Discovery: Security Software Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
T1528,Steal Application Access Token,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1531,Account Access Removal,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1531,Account Access Removal,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a
T1532,Data Encrypted,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
T1534,Internal Spearphishing,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
T1537,Transfer Data to Cloud Account,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
T1537,Transfer Data to Cloud Account,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-321a
T1542.001,Pre-OS Boot: System Firmware,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
T1542.003,Pre-OS Boot: Bootkit,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1543,Create or Modify System Process,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1543.003,Create or Modify System Process: Windows Service,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1543.003,Create or Modify System Process: Windows Service,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
T1543.003,Create or Modify System Process: Windows Service,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1543.003,Create or Modify System Process: Windows Service,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
T1543.003,Create or Modify System Process: Windows Service,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1543.003,Create or Modify System Process: Windows Service,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1543.003,Create or Modify System Process: Windows Service,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-223a
T1543.003,Create or Modify System Process: Windows Service,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
T1543.003,Create or Modify System Process: Windows Service,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1543.004,Create or Modify System Process: Launch Daemon,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
T1546.001,Event Triggered Execution: Change Default File Association,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
T1546.001,Event Triggered Execution: Change Default File Association,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1546.003,Event Triggered Execution: Windows Management Instrumentation Event Subscription,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1546.003,Event Triggered Execution: Windows Managment Instrumentation Event Subscription,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1546.008,Event Triggered Execution: Accesibility Features,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
T1546.008,Event Triggered Execution: Accesibility Features,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1546.011,Event Triggered Execution: Application Shimming ,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a
T1546.015,Event Triggered Execution: Component Object Model Hijacking,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1546.015,Event Triggered Execution: Component Object Model Hijacking,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1546.016,Event Triggered Execution: Installer Packages ,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1547,Boot or Logon Autostart Execution,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
T1547,Boot or Logon Autostart Execution,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1547,Boot or Logon Autostart Execution,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
T1547,Boot or Logon Autostart Execution,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
T1547.006, Boot or Logon Autostart Execution: Kernel Modules and Extensions ,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1547.009,Boot or Logon Autostart Execution: Shortcut Modification,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1547.009,Boot or Logon Autostart Execution: Shortcut Modification,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1547.012,Boot or Logon Autostart Execution: Print Processors ,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
T1548,Abuse Elevation Control Mechanism,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1548,Abuse Elevation Control Mechanism,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1548,Abuse Elevation Control Mechanism,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid ,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a
T1548.002,Abuse Elevation Control Mechanism: Bypass User Access Control,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1548.002,Abuse Elevation Control Mechanism: Bypass User Access Control,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1548.002,Abuse Elevation Control Mechanism: Bypass User Access Control,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1548.003,Abuse Elevation Control Mechanism: Sudo and Sudo Caching,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1550.001,Use Alternate Authentication Material: Application Access Token,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1550.002,Use Alternate Authentication Material: Pass the Hash,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
T1550.002,Use Alternate Authentication Material: Pass the Hash,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1550.002,Use Alternate Authentication Material: Pass the Hash,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1550.002,Use Alternate Authentication Material: Pass the Hash,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
T1550.002,Use Alternate Authentication Material: Pass the Hash,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-294a
T1550.003,Use Alternate Authentication Material: Pass the Ticket,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1550.003,Use Alternate Authentication Material: Pass the Ticket,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1552,Unsecured Credentials,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-008a
T1552,Unsecured Credentials,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1552.001,Unsecured Credentials: Credentials In Files,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1552.001,Unsecured Credentials: Credentials In Files,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
T1552.001,Unsecured Credentials: Credentials In Files,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a
T1552.001,Unsecured Credentials: Credentials in Files,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
T1552.001,Unsecured Credentials: Credentials in Files,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1552.001,Unsecured Credentials: Credentials in Files,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1552.001,Unsecured Credentials: Credentials in Files,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1552.002,Unsecured Credentials: Credentials in Registry,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1552.003,Unsecured Credentials: Bash History,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1552.004,Unsecured Credentials: Private Keys,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1552.004,Unsecured Credentials: Private Keys,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a
T1552.006,Unsecured Credentials: Group Policy Preferences,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1553.002,Subvert Trust Controls: Code Signing,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1553.002,Subvert Trust Controls: Code Signing,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1553.002,Subvert Trust Controls: Code Signing,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
T1553.002,Subvert Trust Controls: Code Signing,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1555,Credentials from Password Stores,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1555,Credentials from Password Stores,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1555,Credentials from Password Stores,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
T1555,Credentials from Password Stores,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a
T1555,Credentials from Password Stores,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-320a
T1555.003,Credentials from Password Stores: Credentials from Web Browsers,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1555.003,Credentials from Password Stores: Credentials from Web Browsers,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
T1555.003,Credentials from Password Stores: Credentials from Web Browsers,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
T1555.003,Credentials from Password Stores: Credentials from Web Browsers,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1555.003,Credentials from Password Stores: Credentials from Web Browsers,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1555.003,Credentials from Password Stores: Credentials from Web Browsers,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1555.003,Credentials from Password Stores: Credentials from Web Browsers,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1555.003,Credentials from Password Stores: Credentials from Web Browsers,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1555.005,Credentials from Password Stores: Password Managers,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1556,Modify Authentication Process,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-074a
T1556.001,Modify Authentication Process: Domain Controller Authentication,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1557.001,Adversary-in-the-Middle: LLMNR/NBT-NS Poisoning and SMB Relay,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1558.001,Steal or Forge Kerberos Tickets: Golden Ticket,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1558.003,Steal or Forge Kerberos Tickets: Kerberoasting,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
T1558.003,Steal or Forge Kerberos Tickets: Kerberoasting,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1558.003,Steal or Forge Kerberos Tickets: Kerberoasting,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-335a
T1559,Inter-Process Communication,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1559.001,Inter-Process Communication: Component Object Model,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1559.002,Inter-Process Communication: Dynamic Data Exchange,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1559.002,Inter-Process Communication: Dynamic Data Exchange,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1560,Archive Collected Data,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1560,Archive Collected Data,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
T1560,Archive Collected Data,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
T1560,Archive Collected Data,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
T1560,Archive Collected Data,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1560,Archive Collected Data,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1560,Archive Collected Data,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-138b
T1560.001,Archive Collected Data: Archive via Utility,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1560.001,Archive Collected Data: Archive via Utility,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-074a
